,agency_name,acrs_report_type,crash_date_time,number_of_lanes,at_fault,collision_type,weather,light,driver_substance_abuse,first_harmful_event,latitude,longitude,hit_run,road_grade,surface_condition,traffic_control,junction,intersection_type,road_alignment,road_condition,road_division,route_type,road_name
909,Rockville,Property Damage Crash,2025-04-22 08:54:00,3,Driver,"Sideswipe, Same Direction",Clear,Daylight,Not Suspected,Motor Vehicle In Transport,39.09020712,-77.1286786,Unknown,Level,Dry,No/Unknown/Miscellaneous Control,Through Roadway,Non-Intersection,Straight,No Defects,"Divided, Raised Median (Curbed)",Maryland (State) Route,Norbeck Rd (Wb/L)
910,Montgomery,Injury Crash,2025-04-22 08:26:00,2,Driver,Front To Rear,Clear,Daylight,Not Suspected,Parked Vehicle,39.002143,-77.01104367,No,Downhill,Dry,No/Unknown/Miscellaneous Control,Non-Junction,Non-Intersection,Curve Right,No Defects,Not Divided,County Route,Manchester Rd
911,Montgomery,Property Damage Crash,2025-04-22 08:02:00,"0, 3",Unknown,Front To Rear,Clear,Daylight,Not Suspected,Motor Vehicle In Transport,39.03988953,-77.04300484,No,Level,Dry,Other,Non-Junction,Non-Intersection,"Curve Right, Straight",No Defects,"Divided, Raised Median (Curbed), Not Divided",Maryland (State) Route,University Blvd W (Wb/L)
912,Gaithersburg,Property Damage Crash,2025-04-22 07:51:00,3,Unknown,Angle,Clear,Daylight,Not Suspected,Motor Vehicle In Transport,39.13966,-77.19644417,No,Level,Dry,No/Unknown/Miscellaneous Control,Intersection Or Related,Perpendicular,Straight,No Defects,"Divided, Raised Median (Curbed)",Municipality Route,Fulks Corner Ave
913,Montgomery,Property Damage Crash,2025-04-21 22:49:00,4,Driver,Rear To Side,Clear,Dark - Lighted,Not Suspected,Motor Vehicle In Transport,39.11157054,-76.93216116,No,Level,Dry,Traffic Signals,Intersection Or Related,Perpendicular,Straight,No Defects,"Divided, Raised Median (Curbed)",Maryland (State) Route,Sandy Spring Rd (Wb/L)
914,Montgomery,Property Damage Crash,2025-04-21 21:20:00,"1, 11",Driver,"Sideswipe, Same Direction",Clear,Dark - Lighted,Illegal Drugs,Motor Vehicle In Transport,39.04136781,-77.0416259,Unknown,Level,Dry,No/Unknown/Miscellaneous Control,Through Roadway,Non-Intersection,Straight,No Defects,Not Divided,County Route,Duke Dr
915,Montgomery,Property Damage Crash,2025-04-21 20:50:00,1,Unknown,"Sideswipe, Same Direction",Clear,Dark - Unknown Lighting,Unknown,Motor Vehicle In Transport,39.08625212,-76.95437199,Unknown,Level,Dry,No/Unknown/Miscellaneous Control,Through Roadway,Non-Intersection,Straight,No Defects,"Divided, Flush Median (Greater Than 4Ft Wide)",County Route,Undisclosed
916,Rockville,Property Damage Crash,2025-04-21 18:13:00,"1, 4",Unknown,Other,Clear,Daylight,Not Suspected,Motor Vehicle In Transport,39.0744378,-77.13576066,No,Level,Dry,Traffic Signals,Acceleration/Deceleration Lane,Non-Intersection,Straight,No Defects,"Divided, Raised Median (Curbed), Not Divided",Municipality Route,Undisclosed
920,Montgomery,Property Damage Crash,2025-04-21 14:45:00,4,Driver,"Sideswipe, Same Direction",Clear,Daylight,Not Suspected,Motor Vehicle In Transport,39.04766591,-76.99277679,No,Level,Dry,Traffic Signals,Intersection Or Related,Perpendicular,Straight,No Defects,"Divided, Raised Median (Curbed)",County Route,Heartfields Dr
921,Gaithersburg,Property Damage Crash,2025-04-21 14:04:00,4,Unknown,Front To Rear,Clear,Daylight,Not Suspected,Motor Vehicle In Transport,39.1356685,-77.191897,No,Level,Dry,Traffic Signals,Acceleration/Deceleration Lane,Non-Intersection,Straight,No Defects,"Divided, Flush Median (Greater Than 4Ft Wide)",Maryland (State) Route,S Frederick Rd
923,Montgomery,Injury Crash,2025-04-21 13:38:00,4,Driver,Front To Front,Clear,Daylight,Not Suspected,Motor Vehicle In Transport,39.02240017,-77.10313717,No,Level,Dry,Traffic Signals,Intersection Or Related,Perpendicular,Straight,No Defects,"Divided, Raised Median (Curbed)",County Route,Grosvenor La
924,Gaithersburg,Property Damage Crash,2025-04-21 13:15:00,3,Unknown,Front To Rear,Clear,Daylight,Not Suspected,Motor Vehicle In Transport,39.15487162,-77.21480085,No,Downhill,Dry,No/Unknown/Miscellaneous Control,Non-Junction,Non-Intersection,Straight,No Defects,"Divided, Raised Median (Curbed)",Maryland (State) Route,Frederick Rd
925,Montgomery,Injury Crash,2025-04-21 10:54:00,4,Driver,Front To Rear,Cloudy,Daylight,Not Suspected,Motor Vehicle In Transport,39.08386262,-77.07767663,No,Level,Dry,Traffic Signals,Intersection Or Related,Perpendicular,Straight,No Defects,"Divided, Raised Median (Curbed)",Maryland (State) Route,Connecticut Ave
926,Montgomery,Injury Crash,2025-04-21 10:02:00,2,Driver,Single Vehicle,Cloudy,Daylight,Not Suspected,Traffic Sign Support,39.23565976,-77.26101102,No,Level,Dry,No/Unknown/Miscellaneous Control,Non-Junction,Non-Intersection,Curve Left,No Defects,"Divided, Raised Median (Curbed)",County Route,Snowden Farm Pkwy
927,Takoma,Property Damage Crash,2025-04-21 10:00:00,3,Unknown,Single Vehicle,Cloudy,Daylight,Not Suspected,Other Non-Collision,39.06924444,-77.10479224,No,Level,Dry,Traffic Signals,Through Roadway,Non-Intersection,Straight,No Defects,Not Divided,County Route,Undisclosed
928,Montgomery,Injury Crash,2025-04-21 09:20:00,2,Driver,Front To Front,Cloudy,Daylight,Not Suspected,Motor Vehicle In Transport,39.23095665,-77.26598585,No,Uphill,Dry,No/Unknown/Miscellaneous Control,Driveway Access Or Related,Non-Intersection,Straight,No Defects,"Divided, Raised Median (Curbed)",County Route,Shawnee La
929,Montgomery,Property Damage Crash,2025-04-21 08:56:00,3,Driver,Front To Rear,Clear,Daylight,Not Suspected,Motor Vehicle In Transport,39.10922692,-77.06757363,No,Level,Dry,No/Unknown/Miscellaneous Control,Intersection Or Related,Perpendicular,Straight,No Defects,"Divided, Flush Median (Greater Than 4Ft Wide)",Private Route,Undisclosed
930,Montgomery,Injury Crash,2025-04-21 08:53:00,2,Driver,Single Vehicle,Cloudy,Daylight,Not Suspected,Pedestrian,39.16072827,-77.27920512,No,Level,Dry,Signs,Non-Junction,Non-Intersection,Straight,No Defects,"Divided, Raised Median (Curbed)",Bicycle Route,Undisclosed
931,Montgomery,Property Damage Crash,2025-04-21 07:10:00,"2, 3",Driver,Angle,Clear,Daylight,Not Suspected,Motor Vehicle In Transport,39.04957317,-77.07071433,No,"Downhill, Level",Dry,No/Unknown/Miscellaneous Control,Intersection Or Related,Perpendicular,Straight,No Defects,"Divided, Raised Median (Curbed)",Maryland (State) Route,Veirs Mill Rd (Wb/L)
932,Montgomery,Injury Crash,2025-04-21 05:22:00,3,Driver,Other,Clear,Dark - Lighted,Not Suspected,Motor Vehicle In Transport,39.05901378,-77.04773805,No,Uphill,Dry,Traffic Signals,Intersection Or Related,Angled/Skewed,Straight,No Defects,"Divided, Flush Median (Greater Than 4Ft Wide)",County Route,Randolph Rd
933,Mcpark,Property Damage Crash,2025-04-21 01:30:00,3,Unknown,Single Vehicle,Clear,Dark - Not Lighted,Not Suspected,Animal (Live),39.21029008,-77.23964363,No,Level,Dry,No/Unknown/Miscellaneous Control,Non-Junction,Non-Intersection,Straight,No Defects,"Divided, Raised Median (Curbed)",Maryland (State) Route,Ridge Rd
934,Montgomery,Property Damage Crash,2025-04-20 22:55:00,2,Driver,"Sideswipe, Same Direction",Clear,Dark - Lighted,Not Suspected,Motor Vehicle In Transport,38.987839,-77.02352664,No,Level,Dry,Traffic Signals,Non-Junction,Non-Intersection,Straight,No Defects,Not Divided,Maryland (State) Route,Philadelphia Ave
935,Montgomery,Property Damage Crash,2025-04-20 22:48:00,1,Driver,Single Vehicle,Clear,Dark - Lighted,Not Suspected,Curb,39.14903151,-77.01229673,No,Level,Dry,Traffic Signals,Non-Junction,Non-Intersection,Straight,No Defects,Not Divided,Maryland (State) Route,New Hampshire Ave
936,Montgomery,Property Damage Crash,2025-04-20 22:16:00,"1, 2",Driver,Front To Rear,Clear,Dark - Lighted,Not Suspected,Parked Vehicle,39.0527361,-76.9758478,Unknown,Downhill,Dry,No/Unknown/Miscellaneous Control,Non-Junction,Non-Intersection,Straight,No Defects,"Divided, Depressed Median",County Route,Old Columbia Pike
937,Montgomery,Injury Crash,2025-04-20 21:09:00,2,Driver,Single Vehicle,Clear,Dark - Not Lighted,Alcohol,Pedalcycle,39.05373798,-77.10063348,Yes,Level,Dry,No/Unknown/Miscellaneous Control,Through Roadway,Non-Intersection,Straight,No Defects,Not Divided,County Route,Randolph Rd (Wb/L)
938,Rockville,Property Damage Crash,2025-04-20 20:14:00,4,Driver,Front To Rear,Clear,Dusk,Not Suspected,Motor Vehicle In Transport,39.11256319,-77.16198442,No,Level,Dry,Traffic Signals,Non-Junction,Non-Intersection,Straight,No Defects,"Divided, Raised Median (Curbed)",Maryland (State) Route,Frederick Rd (Sb/L)
939,Montgomery,Injury Crash,2025-04-20 18:53:00,"2, 3",Driver,"Sideswipe, Same Direction",Clear,Daylight,Not Suspected,Parked Vehicle,39.17071294,-77.21351341,No,Level,Dry,No/Unknown/Miscellaneous Control,Non-Junction,Non-Intersection,Curve Left,No Defects,Not Divided,County Route,Stedwick Rd
941,Montgomery,Injury Crash,2025-04-20 16:23:00,2,Driver,Single Vehicle,Cloudy,Daylight,Not Suspected,Tree (Standing),39.23390078,-77.14255623,No,Level,Dry,No/Unknown/Miscellaneous Control,Through Roadway,Non-Intersection,Straight,No Defects,Not Divided,Maryland (State) Route,Undisclosed
942,Montgomery,Injury Crash,2025-04-20 16:13:00,4,Nonmotorist,Single Vehicle,Clear,Daylight,Not Suspected,Pedestrian,39.14660424,-77.1458093,No,Level,Dry,No/Unknown/Miscellaneous Control,Non-Junction,Non-Intersection,Straight,No Defects,Not Divided,Maryland (State) Route,Undisclosed
943,Takoma,Property Damage Crash,2025-04-20 14:47:00,2,Unknown,"Sideswipe, Same Direction",Clear,Daylight,Unknown,Parked Vehicle,38.99072279,-77.00390381,Unknown,Downhill,Dry,No/Unknown/Miscellaneous Control,Non-Junction,Non-Intersection,Straight,No Defects,Not Divided,Municipality Route,Houston Ave
945,Montgomery,Injury Crash,2025-04-20 13:05:00,"4, 5",Driver,Angle,Clear,Daylight,Not Suspected,Motor Vehicle In Transport,39.05258764,-76.95314437,No,Level,Dry,Other,Intersection Or Related,Perpendicular,Straight,No Defects,Not Divided,County Route,Clover Patch Dr
946,Rockville,Injury Crash,2025-04-20 12:48:00,"2, 4",Driver,Angle,Clear,Daylight,Not Suspected,Motor Vehicle In Transport,39.05880632,-77.12124914,No,Level,Dry,Traffic Signals,Intersection Or Related,Perpendicular,Straight,No Defects,"Divided, Raised Median (Curbed)",Maryland (State) Route,Rockville Pike
947,Montgomery,Injury Crash,2025-04-20 12:32:00,4,Unknown,"Sideswipe, Same Direction",Clear,Daylight,Not Suspected,Motor Vehicle In Transport,39.13362169,-77.15819108,No,Level,Dry,Other,Intersection Or Related,Perpendicular,Straight,No Defects,"Divided, Raised Median (Curbed)",County Route,Briardale Rd
948,Gaithersburg,Injury Crash,2025-04-20 06:05:00,5,Driver,Angle,Clear,Daylight,Not Suspected,Motor Vehicle In Transport,39.154409,-77.2091285,No,Level,Dry,Traffic Signals,Intersection Or Related,Perpendicular,Straight,No Defects,"Divided, Raised Median (Curbed)",Maryland (State) Route,Montgomery Village Ave
950,Montgomery,Property Damage Crash,2025-04-20 01:30:00,2,Unknown,Other,Clear,Dark - Not Lighted,Not Suspected,Parked Vehicle,39.03499693,-77.21284769,No,Level,Dry,No/Unknown/Miscellaneous Control,Non-Junction,Non-Intersection,Straight,No Defects,"Divided, Flush Median (Greater Than 4Ft Wide)",County Route,Edison Rd
951,Montgomery,Property Damage Crash,2025-04-20 00:50:00,3,Unknown,Single Vehicle,Clear,Dark - Lighted,Unknown,Curb,39.05728967,-77.076688,Yes,Level,Dry,No/Unknown/Miscellaneous Control,Non-Junction,Non-Intersection,Straight,No Defects,"Divided, Raised Median (Curbed)",County Route,Randolph Rd
952,Takoma,Injury Crash,2025-04-20 00:02:00,3,Unknown,Front To Rear,Clear,Dark - Lighted,Not Suspected,Motor Vehicle In Transport,38.98341291,-77.0160354,No,Level,Dry,No/Unknown/Miscellaneous Control,Acceleration/Deceleration Lane,Non-Intersection,Straight,No Defects,Not Divided,Maryland (State) Route,Philadelphia Ave
953,Montgomery,Injury Crash,2025-04-19 20:00:00,"2, 3",Driver,Angle,Clear,Dusk,Not Suspected,Motor Vehicle In Transport,39.196626,-77.26552891,No,Level,Dry,Traffic Signals,Intersection Or Related,Perpendicular,Straight,No Defects,Not Divided,County Route,Father Hurley Blvd
955,Montgomery,Property Damage Crash,2025-04-19 17:55:00,2,Driver,Front To Rear,Clear,Daylight,Not Suspected,Motor Vehicle In Transport,39.15960786,-77.18878747,No,Level,Dry,No/Unknown/Miscellaneous Control,Intersection Or Related,Perpendicular,Straight,No Defects,Not Divided,Municipality Route,Hidden Field Dr
956,Montgomery,Property Damage Crash,2025-04-19 16:23:00,3,Driver,"Sideswipe, Same Direction",Clear,Daylight,Not Suspected,Motor Vehicle In Transport,39.15208717,-77.2116785,No,Level,Dry,Other,Intersection Or Related,Perpendicular,Straight,No Defects,"Divided, Raised Median (Curbed)",Spur,Undisclosed
957,Montgomery,Property Damage Crash,2025-04-19 16:08:00,3,Driver,"Sideswipe, Same Direction",Clear,Daylight,Not Suspected,Motor Vehicle In Transport,39.03181117,-77.00424967,No,Level,Dry,No/Unknown/Miscellaneous Control,Non-Junction,Non-Intersection,Straight,Holes Ruts Etc,"Divided, Raised Median (Curbed)",Us (State),Columbia Pike
959,Rockville,Injury Crash,2025-04-19 14:47:00,3,Driver,Other,Cloudy,Daylight,Unknown,Motor Vehicle In Transport,39.07429535,-77.11378259,Unknown,Level,Dry,No/Unknown/Miscellaneous Control,Intersection Or Related,Angled/Skewed,Straight,No Defects,Not Divided,Municipality Route,Meadow Hall Dr
960,Montgomery,Property Damage Crash,2025-04-19 14:42:00,3,Driver,Angle,Clear,Daylight,Not Suspected,Motor Vehicle In Transport,39.07551683,-76.99393767,No,Level,Dry,Traffic Signals,Intersection Or Related,Perpendicular,Curve Right,No Defects,"Divided, Raised Median (Curbed)",County Route,E Randolph Rd (Wb/L)
961,Montgomery,Property Damage Crash,2025-04-19 14:22:00,1,Unknown,Single Vehicle,Cloudy,Daylight,Not Suspected,"Other Fixed Object (Wall, Building, Tunnel, Etc.)",39.01140075,-77.05597465,No,Level,Dry,Signs,Non-Junction,Non-Intersection,Straight,No Defects,Not Divided,Local Route,Dewitt Dr
962,Montgomery,Injury Crash,2025-04-19 13:25:00,1,Unknown,Single Vehicle,Clear,Daylight,Not Suspected,Utility Pole/Light Support,39.11009133,-76.94792865,No,Level,Dry,No/Unknown/Miscellaneous Control,Non-Junction,Non-Intersection,Straight,No Defects,Not Divided,Maryland (State) Route,Spencerville Rd
964,Montgomery,Injury Crash,2025-04-19 12:20:00,1,Driver,Front To Front,Clear,Daylight,Not Suspected,Motor Vehicle In Transport,39.1894105,-77.120722,No,Level,Dry,Traffic Signals,Intersection Or Related,Perpendicular,Straight,No Defects,Not Divided,Maryland (State) Route,Undisclosed
965,Montgomery,Property Damage Crash,2025-04-19 08:24:00,"3, 4",Driver,Angle,Cloudy,Daylight,Not Suspected,Motor Vehicle In Transport,39.01534633,-76.97788133,No,Level,Dry,Traffic Signals,Intersection Or Related,Perpendicular,Straight,No Defects,"Divided, Raised Median (Curbed), Not Divided",County Route,Oakview Dr
966,Montgomery,Property Damage Crash,2025-04-19 06:33:00,2,Driver,Single Vehicle,Clear,Daylight,Not Suspected,Curb,39.09191667,-77.04500117,No,Level,Dry,No/Unknown/Miscellaneous Control,Through Roadway,Non-Intersection,Straight,No Defects,"Divided, Raised Median (Curbed)",Maryland (State) Route,Layhill Rd (Sb/L)
967,Montgomery,Property Damage Crash,2025-04-19 04:18:00,3,Driver,Single Vehicle,Clear,Dark - Lighted,Not Suspected,"Other Post, Pole, Or Support",39.10951543,-76.94723033,No,Level,Dry,No/Unknown/Miscellaneous Control,Driveway Access Or Related,Non-Intersection,Straight,No Defects,Not Divided,County Route,Burtonsville Dr
968,Gaithersburg,Property Damage Crash,2025-04-19 00:10:00,3,Driver,Single Vehicle,Clear,Dark - Lighted,Alcohol,Curb,39.16043212,-77.22113191,Yes,Level,Dry,No/Unknown/Miscellaneous Control,Non-Junction,Non-Intersection,Curve Left,No Defects,"Divided, Raised Median (Curbed)",Maryland (State) Route,Frederick Rd
969,Montgomery,Property Damage Crash,2025-04-18 22:30:00,"1, 3",Driver,Rear To Side,Clear,Dark - Lighted,Not Suspected,Motor Vehicle In Transport,39.10087283,-77.223189,No,"Level, Uphill",Dry,Other,Intersection Or Related,Perpendicular,Straight,No Defects,"Divided, Flush Median (Greater Than 4Ft Wide), Divided, Raised Median (Curbed)",County Route,Muddy Branch Rd
970,Montgomery,Property Damage Crash,2025-04-18 20:59:00,3,Driver,Front To Rear,Clear,Dark - Lighted,Not Suspected,Motor Vehicle In Transport,39.09656062,-77.20336733,No,Level,Dry,Traffic Signals,Through Roadway,Non-Intersection,Straight,No Defects,"Divided, Flush Median (Greater Than 4Ft Wide)",County Route,Undisclosed
972,Rockville,Injury Crash,2025-04-18 20:30:00,3,Driver,Front To Rear,Clear,Dark - Lighted,Not Suspected,Motor Vehicle In Transport,39.06121717,-77.12345717,No,Level,Dry,No/Unknown/Miscellaneous Control,Non-Junction,Non-Intersection,Straight,No Defects,"Divided, Raised Median (Curbed)",Maryland (State) Route,Rockville Pike
974,Montgomery,Property Damage Crash,2025-04-18 18:30:00,1,Driver,Front To Rear,Clear,Daylight,Not Suspected,Motor Vehicle In Transport,39.01436376,-77.04210987,No,Uphill,Dry,Signs,Entrance/Exit Ramp Or Related,Non-Intersection,Curve Right,No Defects,Not Divided,Ramp,Ramp 2 Fr Is 495 Wb To Md 97 Nb
976,Montgomery,Property Damage Crash,2025-04-18 17:15:00,1,Driver,Single Vehicle,Clear,Daylight,Not Suspected,Traffic Signal Support,39.09476317,-77.02972317,No,Downhill,Dry,Signs,Non-Junction,Non-Intersection,Curve Left,No Defects,Not Divided,County Route,Bonifant Rd
977,Montgomery,Property Damage Crash,2025-04-18 16:22:00,"2, 3",Driver,Front To Rear,Clear,Daylight,Not Suspected,Motor Vehicle In Transport,39.24705805,-77.29826819,No,Level,Dry,No/Unknown/Miscellaneous Control,Non-Junction,Non-Intersection,Straight,No Defects,"Divided, Raised Median (Curbed)",Interstate (State),Eisenhower Memorial Hwy
978,Gaithersburg,Injury Crash,2025-04-18 16:22:00,2,Unknown,Other,Clear,Daylight,Not Suspected,Motor Vehicle In Transport,39.12327066,-77.23646287,No,Level,Dry,Signs,Acceleration/Deceleration Lane,Non-Intersection,Straight,No Defects,Not Divided,Municipality Route,Kentlands Blvd (Nb/L)
979,Montgomery,Property Damage Crash,2025-04-18 15:33:00,2,Driver,Single Vehicle,Clear,Daylight,Not Suspected,Other Non-Fixed Object,39.04982768,-76.9524982,No,Level,Dry,No/Unknown/Miscellaneous Control,Through Roadway,Non-Intersection,Straight,No Defects,Not Divided,County Route,Gracefield Rd
980,Montgomery,Property Damage Crash,2025-04-18 14:59:00,1,Driver,Angle,Clear,Daylight,Not Suspected,Motor Vehicle In Transport,39.13603224,-76.99484705,No,Level,Dry,Traffic Signals,Intersection Or Related,Perpendicular,Straight,No Defects,Not Divided,County Route,Ednor Rd
981,Montgomery,Property Damage Crash,2025-04-18 14:58:00,"0, 1",Driver,Other,Clear,Unknown,Illegal Drugs,Parked Vehicle,39.04262819,-77.00630721,Unknown,Level,Dry,No/Unknown/Miscellaneous Control,Non-Junction,Non-Intersection,Straight,No Defects,Not Divided,Local Route,Finale Terr
982,Montgomery,Property Damage Crash,2025-04-18 14:24:00,2,Driver,Single Vehicle,Clear,Daylight,Not Suspected,Tree (Standing),39.18906833,-77.2736,No,Downhill,Dry,No/Unknown/Miscellaneous Control,Non-Junction,Non-Intersection,Curve Left,No Defects,"Divided, Flush Median (Greater Than 4Ft Wide)",County Route,Father Hurley Blvd
984,Rockville,Injury Crash,2025-04-18 12:35:00,2,Driver,Front To Rear,Clear,Daylight,Not Suspected,Motor Vehicle In Transport,39.06250645,-77.16070435,No,Level,Dry,Traffic Signals,Intersection Or Related,Angled/Skewed,Straight,No Defects,Not Divided,Municipality Route,Seven Locks Rd (Sb/L)
